table,columns
BD_FUNCIONAMIENTO_DATOS_202508_ENVIO_A365_PARTE2,38
BD_FUNCIONAMIENTO_DATOS_202509,67
BD_FUNCIONAMIENTO_DATOS_202509_ENVIO_A365,37
BD_FUNCIONAMIENTO_DATOS_202509_ENVIO_A365_MAS_BASE_PARTE1,48
BD_FUNCIONAMIENTO_DATOS_202509_ENVIO_A365_MAS_BASE_PARTE2,48
BD_FUNCIONAMIENTO_DATOS_202509_ENVIO_A365_PARTE1,48
BD_FUNCIONAMIENTO_DATOS_202509_ENVIO_A365_PARTE1_ADICIONAL,48
BD_FUNCIONAMIENTO_DATOS_202509_ENVIO_A365_PARTE2,48
BD_FUNCIONAMIENTO_DATOS_202509_ENVIO_A365_PARTE2_ADICIONAL,48
BD_FUNCIONAMIENTO_DATOS_202509_ENVIO_A365_V2_MAS_BASE,37
BD_FUNCIONAMIENTO_DATOS_202509_v2_mas_Base,67
BD_FUNCIONAMIENTO_DATOS_202510,67
BD_FUNCIONAMIENTO_DATOS_202510_ENVIO_A365,37
BD_FUNCIONAMIENTO_DATOS_202510_ENVIO_A365_PARTE1,48
BD_FUNCIONAMIENTO_DATOS_202510_ENVIO_A365_PARTE2,48
BD_FUNCIONAMIENTO_DATOS_202511,67
BD_FUNCIONAMIENTO_DATOS_202511_ENVIO_A365,37
BD_FUNCIONAMIENTO_DATOS_202511_ENVIO_A365_PARTE1,48
BD_FUNCIONAMIENTO_DATOS_202511_ENVIO_A365_PARTE2,48
BD_FUNCIONAMIENTO_DATOS_202512,67
BD_FUNCIONAMIENTO_DATOS_202512_ENVIO_A365,37
BD_FUNCIONAMIENTO_DATOS_202512_ENVIO_A365_PARTE1,48
BD_FUNCIONAMIENTO_DATOS_202512_ENVIO_A365_PARTE2,48
BD_FUNCIONAMIENTO_DATOS_202601,70
BD_FUNCIONAMIENTO_DATOS_202601_ENVIO_A365,37
BD_FUNCIONAMIENTO_DATOS_202601_ENVIO_A365_PARTE1,48
BD_FUNCIONAMIENTO_DATOS_202601_ENVIO_A365_PARTE2,48
BD_FUNCIONAMIENTO_VOZ_202508_ENVIO_A365_PARTE2,38
BD_FUNCIONAMIENTO_VOZ_202509,67
BD_FUNCIONAMIENTO_VOZ_202509_ENVIO_A365,37
BD_FUNCIONAMIENTO_VOZ_202509_ENVIO_A365_MAS_BASE_PARTE1,48
BD_FUNCIONAMIENTO_VOZ_202509_ENVIO_A365_MAS_BASE_PARTE2,48
BD_FUNCIONAMIENTO_VOZ_202509_ENVIO_A365_PARTE1,48
BD_FUNCIONAMIENTO_VOZ_202509_ENVIO_A365_PARTE1_ADICIONAL,48
BD_FUNCIONAMIENTO_VOZ_202509_ENVIO_A365_PARTE2,48
BD_FUNCIONAMIENTO_VOZ_202509_ENVIO_A365_PARTE2_ADICIONAL,48
BD_FUNCIONAMIENTO_VOZ_202509_ENVIO_A365_V2_MAS_BASE,37
BD_FUNCIONAMIENTO_VOZ_202509_v2_mas_Base,67
BD_FUNCIONAMIENTO_VOZ_202510,67
BD_FUNCIONAMIENTO_VOZ_202510_ENVIO_A365,37
BD_FUNCIONAMIENTO_VOZ_202510_ENVIO_A365_PARTE1,48
BD_FUNCIONAMIENTO_VOZ_202510_ENVIO_A365_PARTE2,48
BD_FUNCIONAMIENTO_VOZ_202511,67
BD_FUNCIONAMIENTO_VOZ_202511_ENVIO_A365,37
BD_FUNCIONAMIENTO_VOZ_202511_ENVIO_A365_PARTE1,48
BD_FUNCIONAMIENTO_VOZ_202511_ENVIO_A365_PARTE2,48
BD_FUNCIONAMIENTO_VOZ_202512,67
BD_FUNCIONAMIENTO_VOZ_202512_ENVIO_A365,37
BD_FUNCIONAMIENTO_VOZ_202512_ENVIO_A365_PARTE1,48
BD_FUNCIONAMIENTO_VOZ_202512_ENVIO_A365_PARTE2,48
BD_FUNCIONAMIENTO_VOZ_202601,70
BD_FUNCIONAMIENTO_VOZ_202601_ENVIO_A365,37
