database,table,columns
DEFAULT_DB,LD_DHCP_240102,9
DEFAULT_DB,LD_TELEMETRY_240102,12
DEFAULT_DB,TEMP_ALDM_CASOS_MOTIVOS_TECNICOS,39
DEFAULT_DB,T_ALDM_Base_Interacciones_temp,42
DEFAULT_DB,T_ALDM_Casos_consolidado_202401,57
DEFAULT_DB,T_ALDM_Casos_consolidado_202402,57
DEFAULT_DB,T_ALDM_Casos_consolidado_202403,58
DEFAULT_DB,T_ALDM_Casos_consolidado_202403_1,58
DEFAULT_DB,T_ALDM_Casos_consolidado_202404,57
DEFAULT_DB,T_ALDM_Casos_consolidado_202405,57
DEFAULT_DB,T_ALDM_Casos_consolidado_202406,57
DEFAULT_DB,T_ALDM_Casos_consolidado_202407,57
DEFAULT_DB,T_ALDM_Casos_consolidado_202408,57
DEFAULT_DB,T_ALDM_Casos_consolidado_202409,57
DEFAULT_DB,T_ALDM_Casos_consolidado_202410,57
DEFAULT_DB,T_ALDM_Casos_consolidado_202411,57
DEFAULT_DB,T_ALDM_Casos_consolidado_202412,57
DEFAULT_DB,T_ALDM_Casos_consolidado_202501,57
DEFAULT_DB,T_ALDM_Casos_consolidado_202502,57
DEFAULT_DB,T_ALDM_base_casos_temp,57
DEFAULT_DB,AM_REPORTE_VENTAS_LIQUIDADAS,50
DEFAULT_DB,BASE_LISTA_CABINAS_TEMP,9
DEFAULT_DB,BEHM_CHATBOT_CATALOGOINTENCIONES,10
DEFAULT_DB,CCEE_AGENT_30MIN_PLATAFORMA,22
DEFAULT_DB,CCEE_AGENT_30MIN_PLATAFORMA_2024,22
DEFAULT_DB,CCEE_ChatBot_Encuestas_PollBot,18
DEFAULT_DB,HP_REPORTE_FUNNEL_INVERTIDO,9
DEFAULT_DB,KC_SMS_APP,3
DEFAULT_DB,KC_SMS_APP_CCEE,4
DEFAULT_DB,KC_SMS_APP_TIENDAS,4
DEFAULT_DB,KC_SMS_APP_VOZ,4
DEFAULT_DB,POLL_AGENT,26
DEFAULT_DB,USERVAR_COMPARTIDO_202504,5
DEFAULT_DB,USERVAR_COMPARTIDO_202505,5
DEFAULT_DB,USERVAR_COMPARTIDO_202506,5
DEFAULT_DB,USERVAR_COMPARTIDO_202507,5
DEFAULT_DB,USERVAR_COMPARTIDO_202508,5
DEFAULT_DB,USERVAR_COMPARTIDO_202509,5
DEFAULT_DB,USERVAR_COMPARTIDO_202510,5
DEFAULT_DB,USERVAR_COMPARTIDO_202511,5
DEFAULT_DB,USERVAR_COMPARTIDO_202512,5
DEFAULT_DB,USERVAR_COMPARTIDO_202601,5
DEFAULT_DB,USERVAR_COMPARTIDO_202602,5
DEFAULT_DB,USERVAR_COMPARTIDO_202603,5
DEFAULT_DB,AM_Reporte_Seguimiento_cross_ccee_resumen,33
DEFAULT_DB,BASE_AGENTE,2
DEFAULT_DB,CCEE_AGENT_30MIN_PLATAFORMA,22
DEFAULT_DB,CCEE_T_DIM_CATEGORIA_PLATAFORMA,4
DEFAULT_DB,CCEE_T_DIM_PLATAFORMA,6
DEFAULT_DB,CCEE_T_DIM_PROVEEDOR,3
DEFAULT_DB,CCEE_T_DIM_TIEMPO_INTERVALO,13
DEFAULT_DB,CCEE_T_FACT_METRICAS_CCEE_INTERVALOS,40
DEFAULT_DB,CONSOLIDADO_METRICAS_AGENTE_CCEE,112
DEFAULT_DB,CONSOLIDADO_METRICAS_AGENTE_CCEE_DIARIO,100
DEFAULT_DB,PRONOSTICO_INTERNO_CCEE,8
DEFAULT_DB,RESUMEN_INDIC_GENERALES_VOZ_INTERVALO,37
DEFAULT_DB,RESUMEN_METRICAS_WFM_MENSUAL,18
DEFAULT_DB,RESUMEN_PRODUCTIVIDAD_PROVEEDOR_CCEE,14
DEFAULT_DB,RESUMEN_TRANSFERENCIAS_VOZ,20
DEFAULT_DB,T_DIM_MODELO_PAGO,2
DEFAULT_DB,T_DIM_NEGOCIO,3
DEFAULT_DB,T_DIM_PLATAFORMA,9
DEFAULT_DB,T_DIM_PROVEEDOR,3
DEFAULT_DB,T_DIM_TIEMPO_INTERVALO,13
DEFAULT_DB,T_INPUT_TOPE_NPS_1_2,8
DEFAULT_DB,T_RESUMEN_CTI_72HR,36
DEFAULT_DB,T_RESUMEN_CTI_72HR_FACTURACION,36
DEFAULT_DB,T_RESUMEN_CTI_MENSUAL,42
DEFAULT_DB,USUARIOS_RECLAMOS_ult_act,36
DEFAULT_DB,VW_BITACORA_EVENTOS_FORMATO_ANTERIOR,21
DEFAULT_DB,INFORMACION_CARGA_VISOR_TIPIS,4
DEFAULT_DB,KG_TEMP_VISOR,3
DEFAULT_DB,T_DIM_COLA,19
DEFAULT_DB,VISOR_TIPIFICACIONES_CURSO,31
DEFAULT_DB,sysdiagrams,5
DEFAULT_DB,tmp_tipificaciones_web,20
DEFAULT_DB,ENCUESTAS_AURA,76
DEFAULT_DB,T_DETALLE_CDR_LN_202506,77
DEFAULT_DB,T_DETALLE_CDR_LN_202507,77
DEFAULT_DB,T_DETALLE_CDR_LN_202508,77
DEFAULT_DB,T_DETALLE_CDR_LN_202509,77
DEFAULT_DB,T_DETALLE_CDR_LN_202510,77
DEFAULT_DB,T_DETALLE_CDR_LN_202511,84
DEFAULT_DB,T_DETALLE_CDR_LN_202512,84
DEFAULT_DB,T_DETALLE_CDR_LN_202601,84
DEFAULT_DB,T_DETALLE_CDR_LN_202602,84
DEFAULT_DB,T_DETALLE_CDR_LN_MES,84
DEFAULT_DB,AM_DETALLE_CONTACT_ROAMING_POR_SEGMENTACION,5
DEFAULT_DB,BASE_25K_CX_2,29
DEFAULT_DB,BD_CASUISTICAS_RO3,17
DEFAULT_DB,CALCULO_PROYECCIONES,21
DEFAULT_DB,CONTROL_PROCESOS,5
DEFAULT_DB,DIM_AGRUPACION_CDU,2
DEFAULT_DB,HISPAM_Bench_CCEE,4
DEFAULT_DB,HISPAM_Bench_CU_CCEE,3
DEFAULT_DB,INDICADORES_GESTION,9
DEFAULT_DB,INDICADORES_GESTION_Revisar_JSH_20221212,9
DEFAULT_DB,Input_Promedio_Diario,5
DEFAULT_DB,KCS_KPIS_ABORDAJE_GESTION_,5
DEFAULT_DB,LD_KPIS_CONTACT_CENTER_PERU,28
DEFAULT_DB,OPER_CCEE_TABLERO_IMPRODUCTIVAS_CASOS_CERRADOS,6
DEFAULT_DB,OPER_CCEE_TABLERO_IMPRODUCTIVAS_CCEE,22
DEFAULT_DB,PBI_ACCESADAS_CLIENTES_UNICOS,2
DEFAULT_DB,PBI_BASE_MT,50
DEFAULT_DB,PBI_BASE_MT_DETALLE_MES,31
DEFAULT_DB,PBI_BASE_MT_RESUMEN,12
DEFAULT_DB,PBI_BASE_MT_RESUMEN_MOTIVO,19
DEFAULT_DB,PBI_BASE_MT_ULT_06_MESES,50
DEFAULT_DB,PBI_CBA_Plataformas_Ventas,20
DEFAULT_DB,PBI_CLIENTE_DIGITAL,13
DEFAULT_DB,PBI_ENTRANTES_CLIENTES_UNICOS,2
DEFAULT_DB,PBI_ENTRANTES_FECHA_LLAMADA,6
DEFAULT_DB,PBI_ENTRANTES_FECHA_LLAMADA_MOTIVO,24
DEFAULT_DB,PBI_ENTRANTES_FECHA_LLAMADA_MOTIVO_PREDOMINANTE,4
DEFAULT_DB,PBI_ENTRANTES_FECHA_LLAMADA_MOTIVO_PREVIO,16
DEFAULT_DB,PBI_FUNNEL_ACCESOS,11
DEFAULT_DB,PBI_FUNNEL_ACCESOS_ACCION,6
DEFAULT_DB,PBI_FUNNEL_ACCESOS_ACCION_NEGOCIOS,7
DEFAULT_DB,PBI_FUNNEL_ACCESOS_NEGOCIOS,12
DEFAULT_DB,PBI_FUNNEL_ACCESOS_temp,11
DEFAULT_DB,PBI_HRM_RELLAMADORES,8
DEFAULT_DB,PBI_INDICADORES_LENGUAJE_NATURAL,18
DEFAULT_DB,PBI_INDICADORES_LENGUAJE_NATURAL_CONTENCION,7
DEFAULT_DB,PBI_KAJ_AVERIAS_INGRESADAS,17
DEFAULT_DB,PBI_KAJ_AVERIAS_LIQUIDADAS,17
DEFAULT_DB,PBI_KAJ_AVERIAS_USABILIDAD_ARBOL,19
DEFAULT_DB,PBI_KAJ_ERROR_ENVIO_A_CAMPO,18
DEFAULT_DB,PBI_KAJ_RELLAMADORES_AVERIAS,8
