table,columns
PBI_BASE_MT_DETALLE_MES,31
PBI_BASE_MT_RESUMEN,12
PBI_BASE_MT_RESUMEN_MOTIVO,19
PBI_BASE_MT_ULT_06_MESES,50
PBI_CBA_Plataformas_Ventas,20
PBI_CLIENTE_DIGITAL,13
PBI_ENTRANTES_CLIENTES_UNICOS,2
PBI_ENTRANTES_FECHA_LLAMADA,6
PBI_ENTRANTES_FECHA_LLAMADA_MOTIVO,24
PBI_ENTRANTES_FECHA_LLAMADA_MOTIVO_PREDOMINANTE,4
PBI_ENTRANTES_FECHA_LLAMADA_MOTIVO_PREVIO,16
PBI_FUNNEL_ACCESOS,11
PBI_FUNNEL_ACCESOS_ACCION,6
PBI_FUNNEL_ACCESOS_ACCION_NEGOCIOS,7
PBI_FUNNEL_ACCESOS_NEGOCIOS,12
PBI_FUNNEL_ACCESOS_temp,11
PBI_HRM_RELLAMADORES,8
PBI_INDICADORES_LENGUAJE_NATURAL,18
PBI_INDICADORES_LENGUAJE_NATURAL_CONTENCION,7
PBI_KAJ_AVERIAS_INGRESADAS,17
PBI_KAJ_AVERIAS_LIQUIDADAS,17
PBI_KAJ_AVERIAS_USABILIDAD_ARBOL,19
PBI_KAJ_ERROR_ENVIO_A_CAMPO,18
PBI_KAJ_RELLAMADORES_AVERIAS,8
PBI_KAJ_RESUMEN_RELLAMADORES_AVERIAS,11
PBI_KCS_ALTO_BAJO_TMO,16
PBI_KCS_LYT_ACCESADAS_AURA_RESUMEN,39
PBI_KCS_LYT_ACCESADAS_AURA_TEMP,38
PBI_KCS_REITERACION_DISENO_AURA,20
PBI_KCS_REITERACION_DISENO_AURA_7d,16
PBI_KCS_REITERACION_DISENO_AURA_7d_REPLICA_2024,16
PBI_KCS_REITERACION_DISENO_AURA_ACCESADA,18
PBI_KCS_REITERACION_DISENO_AURA_ACCESADA_RESUMEN,18
PBI_KCS_REITERACION_DISENO_AURA_ACCESADA_RESUMEN1,18
PBI_KCS_REITERACION_DISENO_AURA_TEMP,63
PBI_KCS_REITERACION_DISENO_AURA_TEMP_7d,59
PBI_KCS_REITERACION_DISENO_AURA_TEMP_ACCESADAS,61
PBI_KCS_TIPIFICACIONES,11
PBI_LD_REITERACION_DISENO_MISMO_CDU_AURA_TEMP,43
